question_id,system_type,response,retrieved_chunk_ids,response_time_seconds
Q016,S1,"Here's what I found in UMT resources:

UMT Sialkot City Campus is located at 21-A Small Industrial Estate Shahabpura Road Sialkot. You can reach the campus by phone at +92 52 3241801 through 3241807 for general inquiries. Email: info@skt.umt.edu.pk. This campus houses administrative and academic offices. For student support services including counseling academic help or enrollment queries this is the main contact for UMT Sialkot. Students can walk in to any support office or contact them by phone or email during working hours.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C021;G23_C022;G23_C003,0.0021
Q016,S2,"Here's what I found from UMT resources:

- UMT Sialkot City Campus is located at 21-A Small Industrial Estate Shahabpura Road Sialkot. You can reach the campus by phone at +92 52 3241801 through 3241807 for general inquiries. Email: info@skt.umt.edu.pk. This campus houses administrative and academic offices. For student support services including counseling academic help or enrollment queries this is the main contact for UMT Sialkot. Students can walk in to any support office or contact them by phone or email during working hours.

- UMT Sialkot Iqbal Campus is located at 2-KM Daska Road Sialkot. Contact by phone at +92 52 3575234 through 3575236 for inquiries. Email: info@skt.umt.edu.pk. This campus is one of two UMT Sialkot campus locations. For support services counseling health center and administrative help students should reach out by phone or email. If you are unsure which campus your office is at email info@skt.umt.edu.pk to be directed to the right department.

- UMT has an on-campus physician and nurse practitioner available to provide clinical evaluation and treatment of minor illnesses and injuries. They can help with common student health concerns and will evaluate and refer you to qualified specialists for more serious conditions. All healthcare services are free for enrolled students - there are no additional costs for visits. The healthcare staff can also provide guidance on stress-related health issues and wellness support.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C021;G23_C022;G23_C003,0.0024
Q017,S0,"The **Learning Resource Center** is open **8am–9pm** weekdays and **10am–5pm** Sundays. Visit for research support, book borrowing (4 books / 14 days), and databases.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q017,S1,"Here's what I found in UMT resources:

UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016,0.0020
Q017,S2,"Here's what I found from UMT resources:

- UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

- As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016,0.0023
Q018,S0,"The **Learning Resource Center** is open **8am–9pm** weekdays and **10am–5pm** Sundays. Visit for research support, book borrowing (4 books / 14 days), and databases.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q018,S1,"Here's what I found in UMT resources:

UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016,0.0020
Q018,S2,"Here's what I found from UMT resources:

- UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

- As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016,0.0023
Q019,S0,"The **Learning Resource Center** is open **8am–9pm** weekdays and **10am–5pm** Sundays. Visit for research support, book borrowing (4 books / 14 days), and databases.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q019,S1,"Here's what I found in UMT resources:

UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016;G23_C107,0.0022
Q019,S2,"Here's what I found from UMT resources:

- UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

- As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

- fee only. • Admission and Library fees are not refundable in any case. The minimum CGPA requirement criteria to continue Fee Waiver granted through Merit Scholarships for all undergraduate programs is tabulated below: All Undergraduate Programs (except Pharm-D and LLB Programs) Scholarship % Maintaining CGPA 100% 3.90 90% 3.80 80% 3.70 70% 3.60 60% 3.55 50% 3.50 45% 3.45 40% 3.40 35% 3.35 P art i ci pant s ’ H andbook Page 27

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016;G23_C107,0.0025
Q020,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q020,S1,"Here's what I found in UMT resources:

UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016;G23_C007,0.0021
Q020,S2,"Here's what I found from UMT resources:

- UMT's Learning Resource Center is a fully automated library open seven days a week from 8am to 9pm (10am to 5pm on Sundays). The library offers regular orientation sessions to help students improve their research skills. You can borrow up to 4 books for 14 days as an undergraduate student. The library provides access to periodicals, databases, online resources, and research materials. Experienced librarians are available to assist with your information and research needs.

- As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C002;G23_C016;G23_C007,0.0025
Q021,S0,"UMT has an **on-campus physician and nurse** providing free clinical evaluation and treatment. Visit the healthcare clinic — no additional cost to enrolled students.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q021,S1,"Here's what I found in UMT resources:

UMT has an on-campus physician and nurse practitioner available to provide clinical evaluation and treatment of minor illnesses and injuries. They can help with common student health concerns and will evaluate and refer you to qualified specialists for more serious conditions. All healthcare services are free for enrolled students - there are no additional costs for visits. The healthcare staff can also provide guidance on stress-related health issues and wellness support.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C003;G23_C048;G23_C022,0.0021
Q021,S2,"Here's what I found from UMT resources:

- UMT has an on-campus physician and nurse practitioner available to provide clinical evaluation and treatment of minor illnesses and injuries. They can help with common student health concerns and will evaluate and refer you to qualified specialists for more serious conditions. All healthcare services are free for enrolled students - there are no additional costs for visits. The healthcare staff can also provide guidance on stress-related health issues and wellness support.

- • The resource person shall forward grades to the parent campus. The participant’s record shall be held and managed by the parent campus. • A host ID may be issued to such cases without charging ID issuance fee. However, the participant ID card fee will be applicable as per university rules. In this regard, the participant will be required to submit the participant ID card issued by the other campus. 2.14 Cross Campus Credit Transfer Policy The participant may transfer his/her credits earned at UMT in other campuses by submitting the following documents, two weeks prior to the start of a new semester. • Credit transfer form with approval of the concerned Dean of the relevant School/Institute or parent department • Clearance from lab, library and accounts department of the parent campus • Progress report signed by the examination office of the parent campus Note: Credit transfer across campuses is

- UMT Sialkot Iqbal Campus is located at 2-KM Daska Road Sialkot. Contact by phone at +92 52 3575234 through 3575236 for inquiries. Email: info@skt.umt.edu.pk. This campus is one of two UMT Sialkot campus locations. For support services counseling health center and administrative help students should reach out by phone or email. If you are unsure which campus your office is at email info@skt.umt.edu.pk to be directed to the right department.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C003;G23_C048;G23_C022,0.0024
Q022,S0,"UMT has an **on-campus physician and nurse** providing free clinical evaluation and treatment. Visit the healthcare clinic — no additional cost to enrolled students.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q022,S1,"Here's what I found in UMT resources:

The on-campus healthcare clinic offers preventive health services including health screenings and wellness assessments. Regular check-ups can help identify health issues early and maintain overall wellbeing. The healthcare staff can provide guidance on nutrition exercise sleep and stress management. They can also provide information on managing minor health concerns and preventing common student health issues like cold and flu. Preventive care helps you stay healthy and catch problems before they become serious.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C012;G23_C003;G23_C011,0.0020
Q022,S2,"Here's what I found from UMT resources:

- The on-campus healthcare clinic offers preventive health services including health screenings and wellness assessments. Regular check-ups can help identify health issues early and maintain overall wellbeing. The healthcare staff can provide guidance on nutrition exercise sleep and stress management. They can also provide information on managing minor health concerns and preventing common student health issues like cold and flu. Preventive care helps you stay healthy and catch problems before they become serious.

- UMT has an on-campus physician and nurse practitioner available to provide clinical evaluation and treatment of minor illnesses and injuries. They can help with common student health concerns and will evaluate and refer you to qualified specialists for more serious conditions. All healthcare services are free for enrolled students - there are no additional costs for visits. The healthcare staff can also provide guidance on stress-related health issues and wellness support.

- If you are experiencing a mental health crisis or thoughts of self-harm crisis support is available. The Office of Safety Security and Vigilance (OSS&V) can provide immediate support for serious situations. Emergency medical services can be reached at 15 or 1122. In crisis situations immediate professional support is needed not delayed. Do not isolate yourself. Tell someone you trust what you are experiencing. Reaching out is the most important first step when facing a serious mental health emergency.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C012;G23_C003;G23_C011,0.0024
Q023,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q023,S1,"Here's what I found in UMT resources:

It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C015;G23_C010,0.0020
Q023,S2,"Here's what I found from UMT resources:

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- Daily self-care practices can help manage stress and improve overall wellbeing. Effective strategies include getting regular sleep of 7-8 hours each night, eating nutritious meals, exercising regularly, maintaining good hygiene, spending time with friends, engaging in hobbies, and taking study breaks. Mindfulness and relaxation techniques like deep breathing can help calm anxiety in the moment. Creating a healthy daily routine with balance between work and rest is important for mental health. These basic wellness habits provide a foundation for managing academic stress.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C015;G23_C010,0.0024
Q024,S0,"UMT has an **on-campus physician and nurse** providing free clinical evaluation and treatment. Visit the healthcare clinic — no additional cost to enrolled students.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q024,S1,"Here's what I found in UMT resources:

UMT has an on-campus physician and nurse practitioner available to provide clinical evaluation and treatment of minor illnesses and injuries. They can help with common student health concerns and will evaluate and refer you to qualified specialists for more serious conditions. All healthcare services are free for enrolled students - there are no additional costs for visits. The healthcare staff can also provide guidance on stress-related health issues and wellness support.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C003;G23_C012;G23_C007,0.0020
Q024,S2,"Here's what I found from UMT resources:

- UMT has an on-campus physician and nurse practitioner available to provide clinical evaluation and treatment of minor illnesses and injuries. They can help with common student health concerns and will evaluate and refer you to qualified specialists for more serious conditions. All healthcare services are free for enrolled students - there are no additional costs for visits. The healthcare staff can also provide guidance on stress-related health issues and wellness support.

- The on-campus healthcare clinic offers preventive health services including health screenings and wellness assessments. Regular check-ups can help identify health issues early and maintain overall wellbeing. The healthcare staff can provide guidance on nutrition exercise sleep and stress management. They can also provide information on managing minor health concerns and preventing common student health issues like cold and flu. Preventive care helps you stay healthy and catch problems before they become serious.

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C003;G23_C012;G23_C007,0.0024
Q025,S0,"Thank you for reaching out. For support at UMT Sialkot, contact **info@skt.umt.edu.pk** or call **+92 52 3241801**. The **Happiness Center** provides free counseling at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q025,S1,"Here's what I found in UMT resources:

The Ask Asiya desk is part of the Tarbiyah Department and provides counseling and guidance rooted in Islamic values. Tarbiyah ambassadors work throughout campus to support personal and moral development. The program aims to create a culture of integrity, responsibility, and compassion. Regular programs address topics like building confidence, managing emotions, developing healthy relationships, and finding purpose. These services complement counseling services and help students develop character and values-based decision making.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C008;G23_C004,0.0021
Q025,S2,"Here's what I found from UMT resources:

- The Ask Asiya desk is part of the Tarbiyah Department and provides counseling and guidance rooted in Islamic values. Tarbiyah ambassadors work throughout campus to support personal and moral development. The program aims to create a culture of integrity, responsibility, and compassion. Regular programs address topics like building confidence, managing emotions, developing healthy relationships, and finding purpose. These services complement counseling services and help students develop character and values-based decision making.

- The Tarbiyah Department at UMT aims to foster personal growth, productivity, and positive contributions to society through Islamic perspectives and values. The department offers counseling services through the Ask Asiya desk, Tarbiyah ambassadors, and various personal development programs throughout the year. These services help with character building, moral intelligence, and healthy relationships. The Tarbiyah approach combines direct programs on self-development with a campus-wide network of support.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C008;G23_C004,0.0026
Q026,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q026,S1,"Here's what I found in UMT resources:

The Tarbiyah Department at UMT aims to foster personal growth, productivity, and positive contributions to society through Islamic perspectives and values. The department offers counseling services through the Ask Asiya desk, Tarbiyah ambassadors, and various personal development programs throughout the year. These services help with character building, moral intelligence, and healthy relationships. The Tarbiyah approach combines direct programs on self-development with a campus-wide network of support.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C004;G23_C008;G23_C007,0.0021
Q026,S2,"Here's what I found from UMT resources:

- The Tarbiyah Department at UMT aims to foster personal growth, productivity, and positive contributions to society through Islamic perspectives and values. The department offers counseling services through the Ask Asiya desk, Tarbiyah ambassadors, and various personal development programs throughout the year. These services help with character building, moral intelligence, and healthy relationships. The Tarbiyah approach combines direct programs on self-development with a campus-wide network of support.

- The Ask Asiya desk is part of the Tarbiyah Department and provides counseling and guidance rooted in Islamic values. Tarbiyah ambassadors work throughout campus to support personal and moral development. The program aims to create a culture of integrity, responsibility, and compassion. Regular programs address topics like building confidence, managing emotions, developing healthy relationships, and finding purpose. These services complement counseling services and help students develop character and values-based decision making.

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C004;G23_C008;G23_C007,0.0026
Q027,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q027,S1,"Here's what I found in UMT resources:

It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C030,0.0021
Q027,S2,"I understand you're feeling stressed — that's completely normal, especially around exam time. Here's what can help:

Here's what I found from UMT resources:

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- 24 Religious and Spiritual Life 56 25 Confidentiality of Participant Records 56 26 Missing Participant Procedure and Notification: 56 27 Services Fee Structure 56 28 Acknowledgement 58

Remember, the **Happiness Center** (cc.center@umt.edu.pk) provides free, confidential support anytime you need it. 💙

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C030,0.0027
Q028,S0,"📍 **City Campus:** 21-A Small Industrial Estate, Shahabpura Road — Tel: **+92 52 3241801-7**

📍 **Iqbal Campus:** 2-KM Daska Road — Tel: **+92 52 3575234-36**

📧 **Email:** info@skt.umt.edu.pk

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q028,S1,"Here's what I found in UMT resources:

UMT Sialkot Iqbal Campus is located at 2-KM Daska Road Sialkot. Contact by phone at +92 52 3575234 through 3575236 for inquiries. Email: info@skt.umt.edu.pk. This campus is one of two UMT Sialkot campus locations. For support services counseling health center and administrative help students should reach out by phone or email. If you are unsure which campus your office is at email info@skt.umt.edu.pk to be directed to the right department.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C022;G23_C021,0.0021
Q028,S2,"Here's what I found from UMT resources:

- UMT Sialkot Iqbal Campus is located at 2-KM Daska Road Sialkot. Contact by phone at +92 52 3575234 through 3575236 for inquiries. Email: info@skt.umt.edu.pk. This campus is one of two UMT Sialkot campus locations. For support services counseling health center and administrative help students should reach out by phone or email. If you are unsure which campus your office is at email info@skt.umt.edu.pk to be directed to the right department.

- UMT Sialkot City Campus is located at 21-A Small Industrial Estate Shahabpura Road Sialkot. You can reach the campus by phone at +92 52 3241801 through 3241807 for general inquiries. Email: info@skt.umt.edu.pk. This campus houses administrative and academic offices. For student support services including counseling academic help or enrollment queries this is the main contact for UMT Sialkot. Students can walk in to any support office or contact them by phone or email during working hours.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C022;G23_C021,0.0025
Q029,S0,"📍 **City Campus:** 21-A Small Industrial Estate, Shahabpura Road — Tel: **+92 52 3241801-7**

📍 **Iqbal Campus:** 2-KM Daska Road — Tel: **+92 52 3575234-36**

📧 **Email:** info@skt.umt.edu.pk

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
